source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD062600_20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_04	Saccharomyces cerevisiae	mitochondria	not available	1	PXD062600_20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_03	Saccharomyces cerevisiae	mitochondria	not available	2	PXD062600_20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_Pwp2_ev_03	Saccharomyces cerevisiae	mitochondria	not available	3	PXD062600_20250213_HF1_MaRa_SA_P0258_Pwp2_ev_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_Pwp2_ev_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_04	Saccharomyces cerevisiae	mitochondria	not available	4	PXD062600_20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_Utp18_b2_DHFR_03	Saccharomyces cerevisiae	mitochondria	not available	5	PXD062600_20250213_HF1_MaRa_SA_P0258_Utp18_b2_DHFR_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_Utp18_b2_DHFR_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_Utp18_b2_DHFR_04	Saccharomyces cerevisiae	mitochondria	not available	6	PXD062600_20250213_HF1_MaRa_SA_P0258_Utp18_b2_DHFR_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_Utp18_b2_DHFR_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_01	Saccharomyces cerevisiae	mitochondria	not available	7	PXD062600_20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_GFP_b2_DHFR_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_03	Saccharomyces cerevisiae	mitochondria	not available	8	PXD062600_20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_Apj1_ev_02	Saccharomyces cerevisiae	mitochondria	not available	9	PXD062600_20250213_HF1_MaRa_SA_P0258_Apj1_ev_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_Apj1_ev_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062600_20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_01	Saccharomyces cerevisiae	mitochondria	not available	10	PXD062600_20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20250213_HF1_MaRa_SA_P0258_Apj1_b2_DHFR_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
