source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD040374_220112_LU02_dschuster_P04_727	Bos taurus	membrane	not available	1	PXD040374_220112_LU02_dschuster_P04_727_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	220112_LU02_dschuster_P04_727.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_701	Bos taurus	membrane	not available	2	PXD040374_211111_LU02_dschuster_P04_701_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_701.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_220112_LU02_dschuster_P04_729	Bos taurus	membrane	not available	3	PXD040374_220112_LU02_dschuster_P04_729_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	220112_LU02_dschuster_P04_729.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_220112_LU02_dschuster_P04_726	Bos taurus	membrane	not available	4	PXD040374_220112_LU02_dschuster_P04_726_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	220112_LU02_dschuster_P04_726.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_726	Bos taurus	membrane	not available	5	PXD040374_211114_LU02_dschuster_P04_726_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_726.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_712_2	Bos taurus	membrane	not available	6	PXD040374_211111_LU02_dschuster_P04_712_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_712_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_732	Bos taurus	membrane	not available	7	PXD040374_211114_LU02_dschuster_P04_732_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_732.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_722_2	Bos taurus	membrane	not available	8	PXD040374_211114_LU02_dschuster_P04_722_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_722_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_700_2	Bos taurus	membrane	not available	9	PXD040374_211111_LU02_dschuster_P04_700_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_700_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_710_2	Bos taurus	membrane	not available	10	PXD040374_211111_LU02_dschuster_P04_710_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_710_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_700	Bos taurus	membrane	not available	11	PXD040374_211111_LU02_dschuster_P04_700_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_700.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_723	Bos taurus	membrane	not available	12	PXD040374_211114_LU02_dschuster_P04_723_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_723.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_707	Bos taurus	membrane	not available	13	PXD040374_211111_LU02_dschuster_P04_707_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_707.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_722	Bos taurus	membrane	not available	14	PXD040374_211114_LU02_dschuster_P04_722_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_722.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_220112_LU02_dschuster_P04_720	Bos taurus	membrane	not available	15	PXD040374_220112_LU02_dschuster_P04_720_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	220112_LU02_dschuster_P04_720.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_708	Bos taurus	membrane	not available	16	PXD040374_211111_LU02_dschuster_P04_708_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_708.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_705	Bos taurus	membrane	not available	17	PXD040374_211111_LU02_dschuster_P04_705_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_705.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_730_2	Bos taurus	membrane	not available	18	PXD040374_211114_LU02_dschuster_P04_730_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_730_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_727_2	Bos taurus	membrane	not available	19	PXD040374_211114_LU02_dschuster_P04_727_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_727_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_721	Bos taurus	membrane	not available	20	PXD040374_211114_LU02_dschuster_P04_721_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_721.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_728	Bos taurus	membrane	not available	21	PXD040374_211114_LU02_dschuster_P04_728_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_728.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_709	Bos taurus	membrane	not available	22	PXD040374_211111_LU02_dschuster_P04_709_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_709.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211111_LU02_dschuster_P04_704_2	Bos taurus	membrane	not available	23	PXD040374_211111_LU02_dschuster_P04_704_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211111_LU02_dschuster_P04_704_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD040374_211114_LU02_dschuster_P04_725	Bos taurus	membrane	not available	24	PXD040374_211114_LU02_dschuster_P04_725_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS (disuccinimidyl suberate; DSS-d0/DSS-d12)', 'pimelic dihydrazyde-d0 (ABCR; mixed with PDH-d8 and DMTMM)', '4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmoorpholinium chloride (DMTMM)'];AC=['XLMOD:02001', None, None];TA=['K,nterm', 'D,E,nterm', 'D,E,nterm']	size exclusion chromatography (SEC) fractionation	1 mM	not available	30 min	25 °C	211114_LU02_dschuster_P04_725.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
