source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD031054_20210302_MB_SHSY5Y_PMA_XL_FA_fr_05to07	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	1	PXD031054_20210302_MB_SHSY5Y_PMA_XL_FA_fr_05to07_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20210302_MB_SHSY5Y_PMA_XL_FA_fr_05to07.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20210302_MB_SHSY5Y_PMA_XL_FA_fr_11	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	1	PXD031054_20210302_MB_SHSY5Y_PMA_XL_FA_fr_11_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	11	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20210302_MB_SHSY5Y_PMA_XL_FA_fr_11.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20210304_MB_SHSY5Y_PMA_XL_FA_fr_17to19	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	2	PXD031054_20210304_MB_SHSY5Y_PMA_XL_FA_fr_17to19_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20210304_MB_SHSY5Y_PMA_XL_FA_fr_17to19.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20201211_MB_SHSY5Y_undiff_R2	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	3	PXD031054_20201211_MB_SHSY5Y_undiff_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20201211_MB_SHSY5Y_undiff_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20210421_MB_SHSY5Y_XL_FA_fr_06to08	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	4	PXD031054_20210421_MB_SHSY5Y_XL_FA_fr_06to08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20210421_MB_SHSY5Y_XL_FA_fr_06to08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20210301_MB_SHSY5Y_RA_XL_FA_fr_05to07	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	5	PXD031054_20210301_MB_SHSY5Y_RA_XL_FA_fr_05to07_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20210301_MB_SHSY5Y_RA_XL_FA_fr_05to07.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20210302_MB_SHSY5Y_PMA_XL_FA_fr_10	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	1	PXD031054_20210302_MB_SHSY5Y_PMA_XL_FA_fr_10_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	10	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20210302_MB_SHSY5Y_PMA_XL_FA_fr_10.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20210327_MB_SHSY5Y_RA_XL_FA_fr_11	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	2	PXD031054_20210327_MB_SHSY5Y_RA_XL_FA_fr_11_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	11	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20210327_MB_SHSY5Y_RA_XL_FA_fr_11.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20201211_MB_SHSY5Y_undiff_R1	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	6	PXD031054_20201211_MB_SHSY5Y_undiff_R1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20201211_MB_SHSY5Y_undiff_R1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031054_20210319_MB_SHSY5Y_PMA_XL_FA_fr_09	Homo sapiens	cell	neuronal cells (differentiated SH-SY5Y neurons)	1	PXD031054_20210319_MB_SHSY5Y_PMA_XL_FA_fr_09_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	09	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Formaldehyde;AC=XLMOD:02041	peptide size-exclusion chromatography (SEC)	4.5% (v/v)	not available	15 min	37 °C	20210319_MB_SHSY5Y_PMA_XL_FA_fr_09.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
