source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD003381_DESTRibo_LEF8wo2_071510	Escherichia coli	ribosome	not available	1	PXD003381_DESTRibo_LEF8wo2_071510_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_LEF8wo2_071510.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_092010exp2_LEF6	Escherichia coli	ribosome	not available	2	PXD003381_DESTRibo_092010exp2_LEF6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_092010exp2_LEF6.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_092210exp2_LEF7	Escherichia coli	ribosome	not available	3	PXD003381_DESTRibo_092210exp2_LEF7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_092210exp2_LEF7.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_LEF2wo2_072710	Escherichia coli	ribosome	not available	4	PXD003381_DESTRibo_LEF2wo2_072710_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_LEF2wo2_072710.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_092010exp2_LE_1and2rejected	Escherichia coli	ribosome	not available	5	PXD003381_DESTRibo_092010exp2_LE_1and2rejected_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_092010exp2_LE_1and2rejected.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_LEF3wo2_072710	Escherichia coli	ribosome	not available	6	PXD003381_DESTRibo_LEF3wo2_072710_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_LEF3wo2_072710.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_LEF3wo2_071510	Escherichia coli	ribosome	not available	7	PXD003381_DESTRibo_LEF3wo2_071510_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_LEF3wo2_071510.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_LEF10wo2_071510	Escherichia coli	ribosome	not available	8	PXD003381_DESTRibo_LEF10wo2_071510_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_LEF10wo2_071510.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_noLEFwo2_072710	Escherichia coli	ribosome	not available	9	PXD003381_DESTRibo_noLEFwo2_072710_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_noLEFwo2_072710.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_092010exp2_LEF2	Escherichia coli	ribosome	not available	10	PXD003381_DESTRibo_092010exp2_LEF2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_092010exp2_LEF2.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_092010exp2_LEF7	Escherichia coli	ribosome	not available	11	PXD003381_DESTRibo_092010exp2_LEF7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_092010exp2_LEF7.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_LEF6wo2_072710	Escherichia coli	ribosome	not available	12	PXD003381_DESTRibo_LEF6wo2_072710_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_LEF6wo2_072710.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_092010exp2_LEF8	Escherichia coli	ribosome	not available	13	PXD003381_DESTRibo_092010exp2_LEF8_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_092010exp2_LEF8.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_092210exp2_LEF8	Escherichia coli	ribosome	not available	14	PXD003381_DESTRibo_092210exp2_LEF8_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_092210exp2_LEF8.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003381_DESTRibo_LEF2wo2_071510	Escherichia coli	ribosome	not available	15	PXD003381_DESTRibo_LEF2wo2_071510_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=diethyl suberthioimidate (DEST)	strong cation exchange chromatography (SCX) enrichment	not available	not available	not available	not available	DESTRibo_LEF2wo2_071510.RAW	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
