source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD037678_22-205_ZF0705_ERM-NES-1-2_6-0711	Homo sapiens	mitochondrial matrix	not available	1	PXD037678_22-205_ZF0705_ERM-NES-1-2_6-0711_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-205_ZF0705_ERM-NES-1-2_6-0711.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-BL_1-3	Homo sapiens	mitochondrial matrix	not available	2	PXD037678_22-233_ZF0729_H2B-BL_1-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-BL_1-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-BL_2-3	Homo sapiens	mitochondrial matrix	not available	3	PXD037678_22-233_ZF0729_H2B-BL_2-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-BL_2-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-205_ZF0705_ERM-NES-2-3_7-0711	Homo sapiens	mitochondrial matrix	not available	4	PXD037678_22-205_ZF0705_ERM-NES-2-3_7-0711_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-205_ZF0705_ERM-NES-2-3_7-0711.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-BL_2-2	Homo sapiens	mitochondrial matrix	not available	5	PXD037678_22-233_ZF0729_H2B-BL_2-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-BL_2-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-BL_2-4	Homo sapiens	mitochondrial matrix	not available	6	PXD037678_22-233_ZF0729_H2B-BL_2-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-BL_2-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-205_ZF0705_ERM-NES-1-1_5-0711	Homo sapiens	mitochondrial matrix	not available	7	PXD037678_22-205_ZF0705_ERM-NES-1-1_5-0711_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-205_ZF0705_ERM-NES-1-1_5-0711.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-205_ZF0705_ERM-NES-1-4_8-0711	Homo sapiens	mitochondrial matrix	not available	8	PXD037678_22-205_ZF0705_ERM-NES-1-4_8-0711_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-205_ZF0705_ERM-NES-1-4_8-0711.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-BL_1-4	Homo sapiens	mitochondrial matrix	not available	9	PXD037678_22-233_ZF0729_H2B-BL_1-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-BL_1-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-BL_2-1	Homo sapiens	mitochondrial matrix	not available	10	PXD037678_22-233_ZF0729_H2B-BL_2-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-BL_2-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
