source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD028879_KS_Q_1198	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	1	PXD028879_KS_Q_1198_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1198.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1222_2	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	2	PXD028879_KS_Q_1222_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1222_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1220_2	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	3	PXD028879_KS_Q_1220_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1220_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1216_2	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	4	PXD028879_KS_Q_1216_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1216_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1231	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	5	PXD028879_KS_Q_1231_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1231.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1209	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	6	PXD028879_KS_Q_1209_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1209.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1194	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	7	PXD028879_KS_Q_1194_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1194.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1192	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	8	PXD028879_KS_Q_1192_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1192.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1236	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	9	PXD028879_KS_Q_1236_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1236.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD028879_KS_Q_1240	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	10	PXD028879_KS_Q_1240_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1240.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
