source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD062479_20231014_Jenny_Tadakimi_Toxo_XL_s2_4_s2_8_1	Toxoplasma gondii	cytosol	tachyzoite	1	PXD062479_20231014_Jenny_Tadakimi_Toxo_XL_s2_4_s2_8_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20231014_Jenny_Tadakimi_Toxo_XL_s2_4_s2_8_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20240404_Jenny_Tadakimi_tachy_sol_com_urea_A	NT=Toxoplasma gondii;AC=NCBITaxon:5811	cytosol	tachyzoite	2	PXD062479_20240404_Jenny_Tadakimi_tachy_sol_com_urea_A_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20240404_Jenny_Tadakimi_tachy_sol_com_urea_A.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20231014_Jenny_Tadakimi_Toxo_XL_s1_4_s1_8_5	Toxoplasma gondii	cytosol	tachyzoite	3	PXD062479_20231014_Jenny_Tadakimi_Toxo_XL_s1_4_s1_8_5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20231014_Jenny_Tadakimi_Toxo_XL_s1_4_s1_8_5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20240810_Tadakimi_Toxo_XL_MCE	Toxoplasma gondii	cytosol	tachyzoite	4	PXD062479_20240810_Tadakimi_Toxo_XL_MCE_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20240810_Tadakimi_Toxo_XL_MCE.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_1_5	Toxoplasma gondii	cytosol	tachyzoite	5	PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_1_5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20240906_Jenny_Tadakimi_Toxo_XL_1_5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20231014_Jenny_Tadakimi_Toxo_XL_s1_1_s1_5_7	Toxoplasma gondii	cytosol	tachyzoite	6	PXD062479_20231014_Jenny_Tadakimi_Toxo_XL_s1_1_s1_5_7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20231014_Jenny_Tadakimi_Toxo_XL_s1_1_s1_5_7.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_2_9	Toxoplasma gondii	cytosol	tachyzoite	7	PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_2_9_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20240906_Jenny_Tadakimi_Toxo_XL_2_9.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_2_10	Toxoplasma gondii	cytosol	tachyzoite	8	PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_2_10_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20240906_Jenny_Tadakimi_Toxo_XL_2_10.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_2_4	Toxoplasma gondii	cytosol	tachyzoite	9	PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_2_4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20240906_Jenny_Tadakimi_Toxo_XL_2_4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_1_9	Toxoplasma gondii	cytosol	tachyzoite	10	PXD062479_20240906_Jenny_Tadakimi_Toxo_XL_1_9_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'Azide-A-DSBSO', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=Azide-A-DSBSO;AC=null;CL=yes;TA=K,nterm'}]	size exclusion chromatography (SEC)	5 mM	not available	2 hours	room temperature	20240906_Jenny_Tadakimi_Toxo_XL_1_9.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
