source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD021872_SurA_OmpX_DSBU_Trypsin_2	Escherichia coli	not available	not available	1	PXD021872_SurA_OmpX_DSBU_Trypsin_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurA_OmpX_DSBU_Trypsin_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurAPC2_OmpA_DSBU_Trypsin_GluC_2	Escherichia coli	not available	not available	2	PXD021872_SurAPC2_OmpA_DSBU_Trypsin_GluC_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurAPC2_OmpA_DSBU_Trypsin_GluC_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurA_OmpA_DSBU_Trypsin_GluC_2	Escherichia coli	not available	not available	3	PXD021872_SurA_OmpA_DSBU_Trypsin_GluC_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurA_OmpA_DSBU_Trypsin_GluC_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurAPC2_OmpX_DSBU_Trypsin_GluC_2	Escherichia coli	not available	not available	4	PXD021872_SurAPC2_OmpX_DSBU_Trypsin_GluC_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurAPC2_OmpX_DSBU_Trypsin_GluC_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurA_OmpX_DSBU_Trypsin_1	Escherichia coli	not available	not available	5	PXD021872_SurA_OmpX_DSBU_Trypsin_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurA_OmpX_DSBU_Trypsin_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurAPC2_OmpX_DSBU_Trypsin_1	Escherichia coli	not available	not available	6	PXD021872_SurAPC2_OmpX_DSBU_Trypsin_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurAPC2_OmpX_DSBU_Trypsin_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurAPC2_OmpA_DSBU_Trypsin_1	Escherichia coli	not available	not available	7	PXD021872_SurAPC2_OmpA_DSBU_Trypsin_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurAPC2_OmpA_DSBU_Trypsin_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurAPC2_OmpA_DSBU_Trypsin_2	Escherichia coli	not available	not available	8	PXD021872_SurAPC2_OmpA_DSBU_Trypsin_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurAPC2_OmpA_DSBU_Trypsin_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurAPC2_OmpX_DSBU_Trypsin_2	Escherichia coli	not available	not available	9	PXD021872_SurAPC2_OmpX_DSBU_Trypsin_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurAPC2_OmpX_DSBU_Trypsin_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD021872_SurAPC2_OmpA_DSBU_Trypsin_GluC_1	Escherichia coli	not available	not available	10	PXD021872_SurAPC2_OmpA_DSBU_Trypsin_GluC_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSBU;AC=XLMOD:02120	not available	not available	not available	30 min	not available	SurAPC2_OmpA_DSBU_Trypsin_GluC_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
