source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R1	Xenopus laevis	APC/C complex	not available	1	PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Phos_BS3_R1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R4	Xenopus laevis	APC/C complex	not available	2	PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Phos_BS3_R4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R4	Xenopus laevis	APC/C complex	not available	3	PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Unphos_BS3_R4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R2	Xenopus laevis	APC/C complex	not available	4	PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Unphos_BS3_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R3	Xenopus laevis	APC/C complex	not available	5	PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Phos_BS3_R3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R3	Xenopus laevis	APC/C complex	not available	6	PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Unphos_BS3_R3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R5	Xenopus laevis	APC/C complex	not available	7	PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Unphos_BS3_R5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R1	Xenopus laevis	APC/C complex	not available	8	PXD050097_Zou_Rappsilber_HY_APCC_Unphos_BS3_R1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Unphos_BS3_R1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R5	Xenopus laevis	APC/C complex	not available	9	PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Phos_BS3_R5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R2	Xenopus laevis	APC/C complex	not available	10	PXD050097_Zou_Rappsilber_HY_APCC_Phos_BS3_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	BS3: protein= 2:1 by weight	2 hours	ice	Zou_Rappsilber_HY_APCC_Phos_BS3_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
