source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD031215_F1807_kammerk_056	Saccharomyces cerevisiae	not available	not available	1	PXD031215_F1807_kammerk_056_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_056.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_008	Saccharomyces cerevisiae	not available	not available	2	PXD031215_F1807_kammerk_008_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_008.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_002	Saccharomyces cerevisiae	not available	not available	3	PXD031215_F1807_kammerk_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_006	Saccharomyces cerevisiae	not available	not available	4	PXD031215_F1807_kammerk_006_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_006.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_011	Saccharomyces cerevisiae	not available	not available	5	PXD031215_F1807_kammerk_011_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_011.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_013	Saccharomyces cerevisiae	not available	not available	6	PXD031215_F1807_kammerk_013_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_013.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_007	Saccharomyces cerevisiae	not available	not available	7	PXD031215_F1807_kammerk_007_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_007.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_054	Saccharomyces cerevisiae	not available	not available	8	PXD031215_F1807_kammerk_054_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_054.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_051	Saccharomyces cerevisiae	not available	not available	9	PXD031215_F1807_kammerk_051_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_051.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD031215_F1807_kammerk_036	Saccharomyces cerevisiae	not available	not available	10	PXD031215_F1807_kammerk_036_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=disuccinimidyl suberate d0/d12 (DSS-H12/D12);AC=XLMOD:02001;CL=no;TA=K,nterm	not available	not available	not available	not available	not available	F1807_kammerk_036.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
