source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_13	Homo sapiens	whole cell lysate	not available	1	PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_13_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20240124_RH28_COREAD_PhoX_TMTpro_high_13.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_20	Homo sapiens	whole cell lysate	not available	2	PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_20_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20240124_RH28_COREAD_PhoX_TMTpro_high_20.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_36	Homo sapiens	whole cell lysate	not available	3	PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_36_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20231228_RH28_COREAD_PhoX_TMTpro_36.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_15	Homo sapiens	whole cell lysate	not available	4	PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_15_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20240124_RH28_COREAD_PhoX_TMTpro_high_15.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_04	Homo sapiens	whole cell lysate	not available	5	PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20231228_RH28_COREAD_PhoX_TMTpro_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_17	Homo sapiens	whole cell lysate	not available	6	PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_17_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20231228_RH28_COREAD_PhoX_TMTpro_17.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_31	Homo sapiens	whole cell lysate	not available	7	PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_31_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20240124_RH28_COREAD_PhoX_TMTpro_high_31.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_37	Homo sapiens	whole cell lysate	not available	8	PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_37_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20240124_RH28_COREAD_PhoX_TMTpro_high_37.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_15	Homo sapiens	whole cell lysate	not available	9	PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_15_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20231228_RH28_COREAD_PhoX_TMTpro_15.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_33	Homo sapiens	whole cell lysate	not available	10	PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_33_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20240124_RH28_COREAD_PhoX_TMTpro_high_33.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20240208_RH28_COREAD_PhoX_5k_01	Homo sapiens	whole cell lysate	not available	11	PXD052480_20240208_RH28_COREAD_PhoX_5k_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20240208_RH28_COREAD_PhoX_5k_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_47	Homo sapiens	whole cell lysate	not available	12	PXD052480_20231228_RH28_COREAD_PhoX_TMTpro_47_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20231228_RH28_COREAD_PhoX_TMTpro_47.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_03	Homo sapiens	whole cell lysate	not available	13	PXD052480_20240124_RH28_COREAD_PhoX_TMTpro_high_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=peptide n-terminus;MT=Fixed	NT=TMTpro;AC=UNIMOD:???;TA=K;MT=Variable	NT=PhoX hydrolysed mono-link;AC=UNIMOD:???;TA=K and protein n-terminus;MT=Variable	not available	not available	NT=TBDSPP;TA=K,nterm	High-select Fe-NTA phosphopeptide enrichment kit	1 mM	not available	1 hour	room temperature	20240124_RH28_COREAD_PhoX_TMTpro_high_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
