source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln5_50x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	1	PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln5_50x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln5_50x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln3b_10x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	2	PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln3b_10x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln3b_10x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln1_0x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	3	PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln1_0x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln1_0x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln5b_50x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	4	PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln5b_50x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln5b_50x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln4_10x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	5	PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln4_10x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln4_10x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln3_5x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	6	PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln3_5x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210222_AN_DSSOXL_HisSARSCoV2N_21-12_soln3_5x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln3_10x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	7	PXD052584_20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln3_10x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln3_10x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln1b_0x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	8	PXD052584_20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln1b_0x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210222_AN_DSSOXL_HisSARSCoV2N_20-2_soln1b_0x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln2_5x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	9	PXD052584_20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln2_5x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln2_5x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD052584_20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln5_50x	Severe acute respiratory syndrome coronavirus 2	nucleocapsid protein N dimer	not available	10	PXD052584_20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln5_50x_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'Disuccinimidyl sulfoxide (DSSO)', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=Disuccinimidyl sulfoxide (DSSO);AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}];AC=XLMOD:02126	not available	not available	1, 5, 10, and 50 times the estimated final protein concentration of 10 µM (monomer)	90 min	20 °C	20210303_AN_DSSOXL_HisSARSCoV2N_28-2_soln5_50x.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
