source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD039717_20210507_DD_0134_AnAu_Xlink_sample_11	Saccharomyces cerevisiae	mitochondria	not available	1	PXD039717_20210507_DD_0134_AnAu_Xlink_sample_11_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20210507_DD_0134_AnAu_Xlink_sample_11.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20211208_HN_0174_AnAu_FAIMS_70_sample_05	Saccharomyces cerevisiae	mitochondria	not available	2	PXD039717_20211208_HN_0174_AnAu_FAIMS_70_sample_05_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20211208_HN_0174_AnAu_FAIMS_70_sample_05.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20210507_DD_0134_AnAu_Xlink_sample_06	Saccharomyces cerevisiae	mitochondria	not available	3	PXD039717_20210507_DD_0134_AnAu_Xlink_sample_06_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20210507_DD_0134_AnAu_Xlink_sample_06.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20211208_HN_0174_AnAu_FAIMS_70_sample_07	Saccharomyces cerevisiae	mitochondria	not available	4	PXD039717_20211208_HN_0174_AnAu_FAIMS_70_sample_07_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20211208_HN_0174_AnAu_FAIMS_70_sample_07.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20210311_HN_0134_AnAu_MartinOtt_XL_DDA_sample_12	Saccharomyces cerevisiae	mitochondria	not available	5	PXD039717_20210311_HN_0134_AnAu_MartinOtt_XL_DDA_sample_12_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20210311_HN_0134_AnAu_MartinOtt_XL_DDA_sample_12.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20211208_HN_0174_AnAu_FAIMS_70_sample_04	Saccharomyces cerevisiae	mitochondria	not available	6	PXD039717_20211208_HN_0174_AnAu_FAIMS_70_sample_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20211208_HN_0174_AnAu_FAIMS_70_sample_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20210507_DD_0134_AnAu_Xlink_sample_08	Saccharomyces cerevisiae	mitochondria	not available	7	PXD039717_20210507_DD_0134_AnAu_Xlink_sample_08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20210507_DD_0134_AnAu_Xlink_sample_08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20210507_DD_0134_AnAu_Xlink_sample_03	Saccharomyces cerevisiae	mitochondria	not available	8	PXD039717_20210507_DD_0134_AnAu_Xlink_sample_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20210507_DD_0134_AnAu_Xlink_sample_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20210311_HN_0134_AnAu_MartinOtt_XL_DDA_sample_14	Saccharomyces cerevisiae	mitochondria	not available	9	PXD039717_20210311_HN_0134_AnAu_MartinOtt_XL_DDA_sample_14_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20210311_HN_0134_AnAu_MartinOtt_XL_DDA_sample_14.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD039717_20210507_DD_0134_AnAu_Xlink_sample_05	Saccharomyces cerevisiae	mitochondria	not available	10	PXD039717_20210507_DD_0134_AnAu_Xlink_sample_05_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	affinity enrichment using ALFA SelectorST beads (ALFA-tagged bait pull-down)	not available	not available	30 min	30 °C	20210507_DD_0134_AnAu_Xlink_sample_05.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
