source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD058168_QEX03_MF_211124_KK_XL_FT2_035_211124142958	Schizosaccharomyces pombe	whole cell lysate	not available	1	PXD058168_QEX03_MF_211124_KK_XL_FT2_035_211124142958_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX03_MF_211124_KK_XL_FT2_035_211124142958.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX03_MF_210314_KK2_MOCK_GLY_192	Schizosaccharomyces pombe	whole cell lysate	not available	2	PXD058168_QEX03_MF_210314_KK2_MOCK_GLY_192_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX03_MF_210314_KK2_MOCK_GLY_192.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX02_MF_210420_KK2_175	Schizosaccharomyces pombe	whole cell lysate	not available	3	PXD058168_QEX02_MF_210420_KK2_175_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX02_MF_210420_KK2_175.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX03_MF_210314_KK5_SPT5_GLY_198	Schizosaccharomyces pombe	whole cell lysate	not available	4	PXD058168_QEX03_MF_210314_KK5_SPT5_GLY_198_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX03_MF_210314_KK5_SPT5_GLY_198.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX02_MF_210420_KK1_173	Schizosaccharomyces pombe	whole cell lysate	not available	5	PXD058168_QEX02_MF_210420_KK1_173_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX02_MF_210420_KK1_173.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX03_MF_220531_KK1_BS3_1_138	Schizosaccharomyces pombe	whole cell lysate	not available	6	PXD058168_QEX03_MF_220531_KK1_BS3_1_138_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX03_MF_220531_KK1_BS3_1_138.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX02_MF_210420_KK4_179	Schizosaccharomyces pombe	whole cell lysate	not available	7	PXD058168_QEX02_MF_210420_KK4_179_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX02_MF_210420_KK4_179.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX03_MF_220531_KK1_BS3_2_139	Schizosaccharomyces pombe	whole cell lysate	not available	8	PXD058168_QEX03_MF_220531_KK1_BS3_2_139_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX03_MF_220531_KK1_BS3_2_139.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX02_MF_210420_KK5_181	Schizosaccharomyces pombe	whole cell lysate	not available	9	PXD058168_QEX02_MF_210420_KK5_181_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX02_MF_210420_KK5_181.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD058168_QEX02_MF_210420_KK3_177	Schizosaccharomyces pombe	whole cell lysate	not available	10	PXD058168_QEX02_MF_210420_KK3_177_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	not available	1 h	ice	QEX02_MF_210420_KK3_177.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
