source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD065961_E250501_16_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_B8_Inj1	Escherichia coli	not available	not available	1	PXD065961_E250501_16_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_B8_Inj1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_16_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_B8_Inj1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_14_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A8_Inj1	Escherichia coli	not available	not available	2	PXD065961_E250501_14_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A8_Inj1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_14_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A8_Inj1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_17_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_B7_Inj1	Escherichia coli	not available	not available	3	PXD065961_E250501_17_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_B7_Inj1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_17_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_B7_Inj1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_13_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A7_Inj1	Escherichia coli	not available	not available	4	PXD065961_E250501_13_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A7_Inj1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_13_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A7_Inj1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_06_AMC_HSA_C1_IV_Only_Inj2	Escherichia coli	not available	not available	5	PXD065961_E250501_06_AMC_HSA_C1_IV_Only_Inj2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_06_AMC_HSA_C1_IV_Only_Inj2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_08_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A3_Inj1	Escherichia coli	not available	not available	6	PXD065961_E250501_08_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A3_Inj1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_08_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A3_Inj1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_12_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A6_Inj1	Escherichia coli	not available	not available	7	PXD065961_E250501_12_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A6_Inj1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_12_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A6_Inj1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_10_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A5_Inj1	Escherichia coli	not available	not available	8	PXD065961_E250501_10_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A5_Inj1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_10_AMC_HSA_C1_IV_Ecoli_Enriched_pepSEC_A5_Inj1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_01_AMC_HSA_C1_IV_Ecoli_Mix_TestInj	Escherichia coli	not available	not available	9	PXD065961_E250501_01_AMC_HSA_C1_IV_Ecoli_Mix_TestInj_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_01_AMC_HSA_C1_IV_Ecoli_Mix_TestInj.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD065961_E250501_04_AMC_HSA_C1_IV_Ecoli_Mix_Inj2	Escherichia coli	not available	not available	10	PXD065961_E250501_04_AMC_HSA_C1_IV_Ecoli_Mix_Inj2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['Alkyne-BVSC', 'VSD'];AC=[None, None];TA=['C,H,K', 'C,H,K']	not available	not available	not available	overnight	-20 °C	E250501_04_AMC_HSA_C1_IV_Ecoli_Mix_Inj2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
