source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD015549_Griese_20181031_R2lox_S07_r1	Geobacillus kaustophilus	not available	not available	1	PXD015549_Griese_20181031_R2lox_S07_r1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S07_r1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S12_r3	Geobacillus kaustophilus	not available	not available	2	PXD015549_Griese_20181031_R2lox_S12_r3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S12_r3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S07_r3	Geobacillus kaustophilus	not available	not available	3	PXD015549_Griese_20181031_R2lox_S07_r3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S07_r3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S04_r1	Geobacillus kaustophilus	not available	not available	4	PXD015549_Griese_20181031_R2lox_S04_r1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S04_r1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S02_r2	Geobacillus kaustophilus	not available	not available	5	PXD015549_Griese_20181031_R2lox_S02_r2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S02_r2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S08_r2	Geobacillus kaustophilus	not available	not available	6	PXD015549_Griese_20181031_R2lox_S08_r2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S08_r2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S02_r1	Geobacillus kaustophilus	not available	not available	7	PXD015549_Griese_20181031_R2lox_S02_r1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S02_r1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S10_r2	Geobacillus kaustophilus	not available	not available	8	PXD015549_Griese_20181031_R2lox_S10_r2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S10_r2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S12_r1	Geobacillus kaustophilus	not available	not available	9	PXD015549_Griese_20181031_R2lox_S12_r1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S12_r1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015549_Griese_20181031_R2lox_S10_r1	Geobacillus kaustophilus	not available	not available	10	PXD015549_Griese_20181031_R2lox_S10_r1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Glu-C;AC=MS:1001917	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	Griese_20181031_R2lox_S10_r1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
