source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD019274_B190124_25_Lumos_FO_CO_120_Condesin_SDA_SCX16	Saccharomyces cerevisiae	protein complex	not available	1	PXD019274_B190124_25_Lumos_FO_CO_120_Condesin_SDA_SCX16_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	16	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B190124_25_Lumos_FO_CO_120_Condesin_SDA_SCX16.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B191125_03_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC6_rep2	Saccharomyces cerevisiae	protein complex	not available	1	PXD019274_B191125_03_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC6_rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B191125_03_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC6_rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B190124_20_Lumos_FO_CO_120_Condesin_SDA_SCX21	Saccharomyces cerevisiae	protein complex	not available	1	PXD019274_B190124_20_Lumos_FO_CO_120_Condesin_SDA_SCX21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	21	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B190124_20_Lumos_FO_CO_120_Condesin_SDA_SCX21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B190124_21_Lumos_FO_CO_120_Condesin_SDA_SCX20	Saccharomyces cerevisiae	protein complex	not available	1	PXD019274_B190124_21_Lumos_FO_CO_120_Condesin_SDA_SCX20_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	20	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B190124_21_Lumos_FO_CO_120_Condesin_SDA_SCX20.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B190124_18_Lumos_FO_CO_120_Condesin_SDA_SCX22	Saccharomyces cerevisiae	protein complex	not available	1	PXD019274_B190124_18_Lumos_FO_CO_120_Condesin_SDA_SCX22_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	22	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B190124_18_Lumos_FO_CO_120_Condesin_SDA_SCX22.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B190124_14_Lumos_FO_CO_120_Condesin_SDA_SCX24	Saccharomyces cerevisiae	protein complex	not available	1	PXD019274_B190124_14_Lumos_FO_CO_120_Condesin_SDA_SCX24_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	24	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B190124_14_Lumos_FO_CO_120_Condesin_SDA_SCX24.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B191125_09_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC9_rep2	Saccharomyces cerevisiae	protein complex	not available	2	PXD019274_B191125_09_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC9_rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B191125_09_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC9_rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B191125_07_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC8_rep2	Saccharomyces cerevisiae	protein complex	not available	3	PXD019274_B191125_07_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC8_rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B191125_07_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC8_rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B191125_05_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC7_rep2	Saccharomyces cerevisiae	protein complex	not available	4	PXD019274_B191125_05_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC7_rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B191125_05_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC7_rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD019274_B191125_04_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC7_rep1	Saccharomyces cerevisiae	protein complex	not available	5	PXD019274_B191125_04_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC7_rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For crosslinking with BS3, the purified condensin tetramer ... were incubated ... with 2 mM BS3', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'sulfo-SDA', 'AC': 'XLMOD:02136', 'CL': 'null', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'For photo-crosslinking ... with sulfo-SDA', 'evidence_location': 'Crosslink mass spectrometry'}, {'NT': 'bpa', 'AC': None, 'CL': 'null', 'TA': 'null', 'confidence': 'medium', 'evidence_quote': 'containing a p-benzoyl-phenylalanine (bpa) residue', 'evidence_location': 'Bpa crosslinking'}]	not available	100 mM (stock concentration; crosslinkers dissolved ... to 100 mM before use)	1:250	2 h	4 °C	B191125_04_Lumos_FO_CO_120_Condensin_WTplus_ADP_SDA_pepSEC7_rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
