source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD005943_WT_MinusH2O2_Comp_Rep2	Saccharomyces cerevisiae	whole cell lysate	not available	1	PXD005943_WT_MinusH2O2_Comp_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_MinusH2O2_Comp_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_PlusH2O2_Rep3	Saccharomyces cerevisiae	whole cell lysate	not available	2	PXD005943_WT_PlusH2O2_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_PlusH2O2_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_PlusH2O2_Rep4	Saccharomyces cerevisiae	whole cell lysate	not available	3	PXD005943_WT_PlusH2O2_Rep4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	4	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_PlusH2O2_Rep4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_MinusH2O2_Rep2	Saccharomyces cerevisiae	whole cell lysate	not available	4	PXD005943_WT_MinusH2O2_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_MinusH2O2_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_PlusH2O2_Comp_Rep1	Saccharomyces cerevisiae	whole cell lysate	not available	5	PXD005943_WT_PlusH2O2_Comp_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_PlusH2O2_Comp_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_MinusH2O2_Comp_Rep1	Saccharomyces cerevisiae	whole cell lysate	not available	6	PXD005943_WT_MinusH2O2_Comp_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_MinusH2O2_Comp_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_MinusH2O2_Rep3	Saccharomyces cerevisiae	whole cell lysate	not available	7	PXD005943_WT_MinusH2O2_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_MinusH2O2_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_MinusH2O2_Comp_Rep3	Saccharomyces cerevisiae	whole cell lysate	not available	8	PXD005943_WT_MinusH2O2_Comp_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_MinusH2O2_Comp_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_MinusH2O2_Rep1	Saccharomyces cerevisiae	whole cell lysate	not available	9	PXD005943_WT_MinusH2O2_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_MinusH2O2_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD005943_WT_PlusH2O2_Rep2	Saccharomyces cerevisiae	whole cell lysate	not available	10	PXD005943_WT_PlusH2O2_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	size exclusion chromatography (SEC)	not available	not available	not available	4 °C	WT_PlusH2O2_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
