source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD006707_20160201_Debelyy_8078-SCX3	Saccharomyces cerevisiae	microsomal fraction	not available	1	PXD006707_20160201_Debelyy_8078-SCX3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20160201_Debelyy_8078-SCX3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20160201_Debelyy_8078-SCX7	Saccharomyces cerevisiae	microsomal fraction	not available	1	PXD006707_20160201_Debelyy_8078-SCX7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	7	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20160201_Debelyy_8078-SCX7.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20150415_Debelyy_7263_SCX-frct-200-2ul	Saccharomyces cerevisiae	microsomal fraction	not available	1	PXD006707_20150415_Debelyy_7263_SCX-frct-200-2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20150415_Debelyy_7263_SCX-frct-200-2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20150421_Debelyy_7438-d10x-5ul-140min	Saccharomyces cerevisiae	microsomal fraction	not available	2	PXD006707_20150421_Debelyy_7438-d10x-5ul-140min_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20150421_Debelyy_7438-d10x-5ul-140min.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20150415_Debelyy_7263_SCX-frct-FT-2ul	Saccharomyces cerevisiae	microsomal fraction	not available	3	PXD006707_20150415_Debelyy_7263_SCX-frct-FT-2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20150415_Debelyy_7263_SCX-frct-FT-2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20150730_Debelyy-G-7664-elu-dil10x-4ul-140min	Saccharomyces cerevisiae	microsomal fraction	not available	4	PXD006707_20150730_Debelyy-G-7664-elu-dil10x-4ul-140min_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20150730_Debelyy-G-7664-elu-dil10x-4ul-140min.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20150828_Debelyy_7720-d20x-1ul-140min	Saccharomyces cerevisiae	microsomal fraction	not available	5	PXD006707_20150828_Debelyy_7720-d20x-1ul-140min_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20150828_Debelyy_7720-d20x-1ul-140min.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20150209_Debelyy_7264-d10x-4ul-140min	Saccharomyces cerevisiae	microsomal fraction	not available	6	PXD006707_20150209_Debelyy_7264-d10x-4ul-140min_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20150209_Debelyy_7264-d10x-4ul-140min.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20160201_Debelyy_8078-SCX4	Saccharomyces cerevisiae	microsomal fraction	not available	1	PXD006707_20160201_Debelyy_8078-SCX4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20160201_Debelyy_8078-SCX4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD006707_20160201_Debelyy_8080-SCX3	Saccharomyces cerevisiae	microsomal fraction	not available	2	PXD006707_20160201_Debelyy_8080-SCX3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BS3-d0/BS3-d4', 'AC': 'XLMOD:02000', 'CL': 'no', 'TA': 'K,nterm', 'confidence': 'high', 'evidence_quote': 'Tubes with BS3-d0 and BS3-d4 crosslinkers (bis[sulfosuccinimidyl] suberate; d4 contains 4 deuteriums instead of the hydrogens present in d0)', 'evidence_location': 'Methods'}, {'NT': 'EDC', 'AC': 'XLMOD:02010', 'CL': 'no', 'TA': 'D,E,C-terminus,K,N-terminus', 'confidence': 'high', 'evidence_quote': 'Crosslinking with EDC (1-ethyl-3-(3-dimethylaminopropyl) carbodiimide hydrochloride was performed essentially as described for BS3, but using a higher concentration of EDC (25 mM final concentration.)', 'evidence_location': 'Methods'}]	not available	10 mM (BS3-d0/BS3-d4); 25 mM (EDC)	not available	1 hour	0 °C	20160201_Debelyy_8080-SCX3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
